Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
FGF2	-0.792	1.742	-3.753	0	0	-0.204
NAT14	0.628	3.135	3.752	0	0	-0.208
MRGPRF	-1.194	3.802	-3.751	0	0	-0.209
ACSL5	0.886	6.293	3.751	0	0	-0.21
OTUB2	0.603	1.933	3.751	0	0	-0.212
C11orf53	0.979	2.158	3.749	0	0	-0.22
EDN3	-1.084	2.087	-3.746	0	0	-0.228
ZC3H12D	0.64	1.917	3.745	0	0	-0.231
TCF21	-0.642	2.128	-3.744	0	0	-0.236
TGFB2	0.71	2.103	3.742	0	0	-0.245
PCDHB16	0.645	1.67	3.737	0	0	-0.26
SEMA5A	0.69	2.599	3.737	0	0	-0.262
LY86	0.807	3.306	3.734	0	0	-0.273
LAMC1	0.733	6.163	3.734	0	0	-0.274
RERG	-0.953	2.416	-3.733	0	0	-0.277
ARHGAP42	0.586	2.976	3.731	0	0	-0.282
CD14	0.76	6.158	3.731	0	0	-0.284
CPED1	-0.998	2.867	-3.73	0	0	-0.285
COLCA2	0.832	3.528	3.73	0	0	-0.287
GMDS	0.797	5.913	3.73	0	0	-0.288
TMEM119	0.899	4.02	3.728	0	0	-0.292
SAA2	1.292	2.074	3.728	0	0	-0.294
MTUS1	0.691	4.712	3.728	0	0	-0.295
PID1	-0.903	2.998	-3.726	0	0	-0.301
ANXA13	1.346	2.933	3.726	0	0	-0.301
ATP10B	1.229	3.55	3.722	0	0	-0.315
SIM2	0.745	3.273	3.721	0	0	-0.319
EPB41L3	-0.661	2.29	-3.718	0	0	-0.328
ITGA5	0.81	5.349	3.718	0	0	-0.328
AMOT	0.748	2.968	3.717	0	0	-0.333
CHGB	-1.088	1.208	-3.716	0	0	-0.336
TNNT1	1.061	1.565	3.714	0	0	-0.344
KRTAP4-1	0.689	0.647	3.713	0	0	-0.348
TRPV4	0.674	1.889	3.703	0	0.001	-0.382
FOXC2	0.671	1.588	3.701	0	0.001	-0.389
HIC2	0.596	2.38	3.7	0	0.001	-0.392
C4orf19	0.802	3.903	3.7	0	0.001	-0.394
THEM5	0.846	2.108	3.699	0	0.001	-0.399
SLA	0.721	2.629	3.698	0	0.001	-0.399
UTS2	0.619	0.796	3.698	0	0.001	-0.4
CD53	0.889	5.366	3.698	0	0.001	-0.401
PRELP	-1.355	3.948	-3.694	0	0.001	-0.416
SELENBP1	-0.768	5.383	-3.691	0	0.001	-0.424
KIAA1549L	0.617	0.966	3.688	0	0.001	-0.436
FOXA1	1.058	4.806	3.686	0	0.001	-0.443
FABP2	-1.357	1.658	-3.686	0	0.001	-0.445
TGM3	-1.323	1.143	-3.685	0	0.001	-0.446
PROM1	1.216	4.209	3.685	0	0.001	-0.446
BMP6	-0.647	1.866	-3.685	0	0.001	-0.448
HSD17B11	0.602	6.247	3.684	0	0.001	-0.45
PCOLCE	0.788	5.122	3.684	0	0.001	-0.451
PPP2R3A	-0.667	2.428	-3.683	0	0.001	-0.453
JCAD	0.693	3.296	3.682	0	0.001	-0.457
PLEKHN1	0.731	2.492	3.679	0	0.001	-0.47
SOX17	-0.618	2.38	-3.678	0	0.001	-0.471
PNPLA3	0.602	0.891	3.676	0	0.001	-0.479
CD70	0.77	1.702	3.676	0	0.001	-0.48
QPCT	0.917	2.993	3.675	0	0.001	-0.481
SHANK2	0.639	2.348	3.675	0	0.001	-0.483
PAEP	0.843	0.88	3.671	0	0.001	-0.497
LGALS2	1.307	4.871	3.667	0	0.001	-0.511
SCTR	-0.798	1.094	-3.66	0	0.001	-0.536
RGS1	0.92	5.022	3.658	0	0.001	-0.543
CNRIP1	-0.6	2.73	-3.655	0	0.001	-0.552
CD200	0.597	3.079	3.655	0	0.001	-0.554
MMP28	-0.914	3.426	-3.654	0	0.001	-0.557
FADS1	0.721	2.664	3.654	0	0.001	-0.557
C11orf96	-0.91	5.788	-3.652	0	0.001	-0.562
LRRC10B	-0.745	1.372	-3.652	0	0.001	-0.563
EGR4	0.611	0.888	3.648	0	0.001	-0.578
TNFAIP8L2	0.611	2.928	3.648	0	0.001	-0.578
HOXB3	0.73	3.092	3.647	0	0.001	-0.58
NCCRP1	-1.293	1.657	-3.647	0	0.001	-0.58
PYGB	0.715	7.239	3.645	0	0.001	-0.589
SELENOM	-0.791	5.568	-3.639	0	0.001	-0.608
SLC39A4	0.827	5.168	3.639	0	0.001	-0.609
LMO7	0.743	4.606	3.638	0	0.001	-0.611
LIPA	0.619	5.659	3.637	0	0.001	-0.617
WFDC1	-0.66	2.11	-3.636	0	0.001	-0.619
PBX1	-0.694	2.994	-3.634	0	0.001	-0.628
TNNI2	0.735	1.555	3.63	0	0.001	-0.641
CLEC10A	-0.793	2.054	-3.628	0	0.001	-0.648
AKNA	0.602	3.994	3.627	0	0.001	-0.651
CSAG2	0.738	0.686	3.626	0	0.001	-0.654
SLC28A2	-1.302	1.664	-3.626	0	0.001	-0.655
SCARA3	-0.951	3.636	-3.625	0	0.001	-0.657
CXXC5	0.611	5.178	3.624	0	0.001	-0.661
HSPA6	0.847	2.201	3.622	0	0.001	-0.667
EDNRA	0.765	3.583	3.621	0	0.001	-0.672
HTR1D	1.07	2.262	3.62	0	0.001	-0.676
CAPN9	-1.171	2.197	-3.613	0	0.001	-0.7
PTGDS	-1.142	4.893	-3.612	0	0.001	-0.704
MIOX	0.645	0.794	3.611	0	0.001	-0.706
NR4A3	-0.889	2.603	-3.609	0	0.001	-0.714
TMEM255A	-0.591	1.447	-3.609	0	0.001	-0.714
MUC5B	1.713	3.123	3.606	0	0.001	-0.722
KBTBD11	0.834	3.018	3.605	0	0.001	-0.728
FAM3B	-1.292	3.461	-3.604	0	0.001	-0.732
VWA7	0.649	2.762	3.604	0	0.001	-0.732
CPVL	0.866	4.409	3.602	0	0.001	-0.737
CCR4	0.692	1.738	3.601	0	0.001	-0.742
BCL2L14	0.737	2.891	3.596	0	0.001	-0.757
BHLHE40	0.646	6.863	3.596	0	0.001	-0.758
PLCB3	0.61	5.654	3.595	0	0.001	-0.76
IL17C	0.767	1.018	3.595	0	0.001	-0.762
HSPG2	0.841	6.478	3.591	0	0.001	-0.777
PLPP4	0.786	1.367	3.59	0	0.001	-0.778
CXCL2	1.057	4.912	3.589	0	0.001	-0.782
CTSF	-0.83	4.054	-3.589	0	0.001	-0.783
MYO7B	1.308	3.55	3.588	0	0.001	-0.786
DIXDC1	-0.777	2.974	-3.588	0	0.001	-0.787
THBS1	0.972	6.425	3.587	0	0.001	-0.788
PTP4A3	0.737	4.839	3.583	0	0.001	-0.802
CCK	-0.811	1.139	-3.583	0	0.001	-0.803
DSG1	-0.707	0.45	-3.58	0	0.001	-0.813
COL16A1	0.74	3.695	3.58	0	0.001	-0.813
MECOM	0.74	4.813	3.579	0	0.001	-0.817
RHOBTB1	0.605	3.498	3.578	0	0.001	-0.819
POSTN	0.964	6.367	3.578	0	0.001	-0.822
SMOC2	-1.218	4.839	-3.575	0	0.001	-0.83
GPRASP1	-0.705	1.681	-3.573	0	0.001	-0.838
ALS2CL	0.706	2.958	3.571	0	0.001	-0.846
IFI16	0.699	5.145	3.569	0	0.001	-0.851
PFKFB3	0.599	5.052	3.569	0	0.001	-0.852
REG3A	-2.392	4.034	-3.568	0	0.001	-0.856
PLEKHA4	0.719	4.494	3.566	0	0.001	-0.864
CD6	0.693	2.444	3.562	0	0.001	-0.876
VLDLR	-0.641	1.704	-3.557	0	0.001	-0.893
SETBP1	-0.75	2.163	-3.555	0	0.001	-0.899
IL22RA1	0.989	4.334	3.554	0	0.001	-0.902
DOCK10	0.609	2.147	3.553	0	0.001	-0.905
STON1	-0.84	2.296	-3.553	0	0.001	-0.906
FGR	0.602	2.926	3.553	0	0.001	-0.908
C1QTNF3	-0.739	2.118	-3.552	0	0.001	-0.911
ST3GAL1	0.655	3.908	3.55	0	0.001	-0.918
SAMHD1	0.586	6.059	3.549	0	0.001	-0.919
MUC12	0.922	1.228	3.548	0	0.001	-0.923
TYRP1	0.761	1.401	3.546	0	0.001	-0.93
SIGLEC14	0.76	1.844	3.546	0	0.001	-0.931
LHFPL3	0.724	0.987	3.546	0	0.001	-0.932
TNFSF12	-0.627	4.398	-3.544	0	0.001	-0.936
FAM229B	-0.595	2.12	-3.543	0	0.001	-0.94
PNMA2	0.785	1.907	3.539	0	0.001	-0.956
S100A8	-1.548	4.484	-3.538	0	0.001	-0.956
HTRA3	0.894	5.207	3.537	0	0.001	-0.96
PPARG	0.699	4.238	3.53	0	0.001	-0.984
CAMK2N1	0.857	6.719	3.53	0	0.001	-0.985
CD248	0.747	5.286	3.53	0	0.001	-0.985
EVX1	0.677	0.669	3.53	0	0.001	-0.986
EN2	0.726	0.756	3.529	0	0.001	-0.989
UNC5B	0.632	4.038	3.527	0	0.001	-0.996
MSRB3	-0.997	3.753	-3.526	0	0.001	-0.999
PTGER3	-0.654	1.507	-3.523	0	0.001	-1.009
SALL2	-0.746	1.683	-3.52	0	0.001	-1.019
PKIG	-0.614	5.033	-3.515	0	0.001	-1.034
ACTA2	-1.054	7.756	-3.515	0	0.001	-1.035
PDE4C	-0.654	1.656	-3.514	0	0.001	-1.04
CPM	0.773	3.48	3.514	0	0.001	-1.041
SLC2A5	-0.638	1.615	-3.51	0.001	0.001	-1.054
DZIP1L	0.677	1.905	3.502	0.001	0.001	-1.08
TP53INP2	-0.628	5.614	-3.501	0.001	0.001	-1.083
GLI2	0.691	2.303	3.5	0.001	0.001	-1.088
ALDH1L2	0.606	2.28	3.497	0.001	0.001	-1.098
TSPAN6	0.686	4.322	3.493	0.001	0.001	-1.11
CLIP3	-0.88	3.965	-3.491	0.001	0.001	-1.116
PIK3R5	0.59	2.062	3.486	0.001	0.001	-1.133
GDPD3	-0.735	3.12	-3.484	0.001	0.001	-1.141
A2ML1	-1.194	0.845	-3.482	0.001	0.001	-1.146
CYP2C18	-1.116	3.413	-3.481	0.001	0.001	-1.149
HIST1H3D	0.663	2.425	3.477	0.001	0.001	-1.164
FLNC	-1.482	4.376	-3.476	0.001	0.001	-1.168
TOX	-0.869	2.935	-3.475	0.001	0.001	-1.172
GABARAPL1	-0.586	4.341	-3.473	0.001	0.001	-1.178
SH3RF3	0.615	2.727	3.472	0.001	0.001	-1.181
SIGLEC12	0.702	1.741	3.472	0.001	0.001	-1.182
MYO1G	0.597	2.163	3.471	0.001	0.001	-1.185
TBX10	-0.797	1.088	-3.47	0.001	0.001	-1.188
GPR27	-0.812	1.438	-3.469	0.001	0.001	-1.19
CALML3	-0.995	0.587	-3.469	0.001	0.001	-1.192
TMEM52	0.807	2.885	3.467	0.001	0.001	-1.199
FAM71E1	0.621	2.154	3.466	0.001	0.001	-1.2
SMOX	0.606	4.215	3.465	0.001	0.001	-1.203
SH2D1A	0.666	1.792	3.465	0.001	0.001	-1.204
FRAS1	0.784	1.87	3.463	0.001	0.001	-1.21
IGF2BP1	1.002	0.979	3.457	0.001	0.001	-1.232
PDLIM4	-0.783	3.834	-3.456	0.001	0.001	-1.234
RASSF6	0.791	3.744	3.455	0.001	0.001	-1.239
PRSS3	1.008	6.217	3.454	0.001	0.001	-1.242
TMEM150B	0.909	3.437	3.453	0.001	0.001	-1.244
AMN	0.946	4.402	3.453	0.001	0.001	-1.244
VAV1	0.64	2.757	3.452	0.001	0.001	-1.246
MAT1A	0.67	0.785	3.45	0.001	0.001	-1.253
ALDH1B1	0.711	5.804	3.449	0.001	0.001	-1.259
AOX1	-0.742	1.561	-3.448	0.001	0.001	-1.261
LYZ	1.403	9.961	3.446	0.001	0.001	-1.267
KRT4	-1.705	1.134	-3.44	0.001	0.001	-1.288
HIST1H2BK	0.77	6.947	3.435	0.001	0.001	-1.305
TESC	1.17	5.566	3.432	0.001	0.001	-1.313
AGR3	1.414	5.8	3.431	0.001	0.001	-1.316
HOXC12	1.074	0.998	3.43	0.001	0.001	-1.32
DDC	1.183	3.823	3.428	0.001	0.001	-1.326
SLC39A5	1.314	3.589	3.425	0.001	0.001	-1.338
SLCO1B3	0.733	0.747	3.424	0.001	0.001	-1.342
CA1	-0.823	0.834	-3.424	0.001	0.001	-1.342
CHST11	0.63	3.38	3.422	0.001	0.001	-1.346
HUNK	0.703	1.542	3.422	0.001	0.001	-1.348
RHOB	-0.739	8.232	-3.421	0.001	0.001	-1.35
CXCL13	1.345	4.47	3.42	0.001	0.001	-1.355
PROX1	0.967	1.951	3.419	0.001	0.001	-1.356
FOXQ1	1.01	6.529	3.417	0.001	0.001	-1.363
ANK1	0.694	1.313	3.417	0.001	0.001	-1.363
DGAT2	0.61	3.04	3.411	0.001	0.001	-1.383
ABCG2	-0.709	1.922	-3.409	0.001	0.001	-1.391
DAPK1	0.648	4.107	3.407	0.001	0.001	-1.396
ADAMTS15	-0.644	1.68	-3.404	0.001	0.001	-1.405
MUC20	1.08	3.863	3.403	0.001	0.001	-1.408
SPARCL1	-1.009	6.963	-3.401	0.001	0.001	-1.417
C1QC	0.881	7.804	3.399	0.001	0.001	-1.424
BEX2	-1.017	2.074	-3.398	0.001	0.001	-1.427
CXCR3	0.764	3.095	3.395	0.001	0.001	-1.437
FXYD3	0.918	7.257	3.395	0.001	0.001	-1.438
HCAR1	0.712	1.187	3.393	0.001	0.001	-1.442
FOXD1	0.925	2.107	3.393	0.001	0.001	-1.442
LEFTY1	1.264	1.49	3.393	0.001	0.001	-1.444
UGT2B17	-1.023	0.959	-3.391	0.001	0.001	-1.45
B3GALNT1	0.586	2.777	3.389	0.001	0.002	-1.455
LAMP5	0.775	1.842	3.388	0.001	0.002	-1.459
APOBEC1	-1.097	2.43	-3.387	0.001	0.002	-1.463
RAB31	0.7	4.946	3.386	0.001	0.002	-1.465
SOBP	-0.705	2.306	-3.384	0.001	0.002	-1.471
MS4A7	0.713	3.51	3.38	0.001	0.002	-1.486
SCGN	-0.895	1.127	-3.376	0.001	0.002	-1.498
TUBB4A	-0.649	0.953	-3.374	0.001	0.002	-1.504
RASAL3	0.659	2.906	3.373	0.001	0.002	-1.509
GAL3ST4	0.608	3.049	3.373	0.001	0.002	-1.51
SMTN	-0.849	4.991	-3.372	0.001	0.002	-1.511
SAA4	0.636	0.75	3.372	0.001	0.002	-1.511
WNT7B	0.95	1.634	3.371	0.001	0.002	-1.516
ALDOB	-1.698	3.979	-3.37	0.001	0.002	-1.517
ATP6V1B1	0.588	0.964	3.366	0.001	0.002	-1.531
AIM2	0.898	2.056	3.365	0.001	0.002	-1.533
RIPPLY3	0.649	0.925	3.364	0.001	0.002	-1.537
AKR1C4	0.721	1.314	3.364	0.001	0.002	-1.538
EPYC	0.647	0.671	3.361	0.001	0.002	-1.548
CCL26	0.839	1.866	3.361	0.001	0.002	-1.548
ONECUT3	1.201	2.174	3.361	0.001	0.002	-1.549
DKK1	1.499	2.66	3.356	0.001	0.002	-1.565
DTNA	-0.626	1.241	-3.354	0.001	0.002	-1.569
GIPC2	0.765	3.549	3.353	0.001	0.002	-1.572
TRIP6	0.642	5.219	3.352	0.001	0.002	-1.577
NAT8	-0.653	0.703	-3.348	0.001	0.002	-1.59
CDC42BPG	0.646	3.899	3.347	0.001	0.002	-1.593
FAM83C	-0.625	0.405	-3.344	0.001	0.002	-1.602
CAND2	-0.679	1.521	-3.341	0.001	0.002	-1.613
CLCA2	-0.962	0.61	-3.34	0.001	0.002	-1.616
ACTL8	1.014	0.986	3.33	0.001	0.002	-1.649
HLA-DOA	0.95	3.652	3.329	0.001	0.002	-1.651
AIF1L	-0.754	2.436	-3.328	0.001	0.002	-1.653
SHISAL1	-0.826	1.532	-3.328	0.001	0.002	-1.654
PLOD2	0.585	4.112	3.323	0.001	0.002	-1.67
HLA-DMB	0.78	4.377	3.323	0.001	0.002	-1.671
FAT2	-0.601	0.43	-3.321	0.001	0.002	-1.677
TM6SF2	-0.934	1.943	-3.319	0.001	0.002	-1.683
TRIM29	1.351	3.438	3.318	0.001	0.002	-1.685
KRT20	-1.984	4.17	-3.318	0.001	0.002	-1.686
KRT6C	-1.19	0.713	-3.316	0.001	0.002	-1.692
SEC14L4	0.758	1.168	3.316	0.001	0.002	-1.694
TAC3	-0.752	1.46	-3.316	0.001	0.002	-1.694
PRICKLE2	-0.741	2.291	-3.314	0.001	0.002	-1.698
SORL1	0.593	3.531	3.314	0.001	0.002	-1.7
GPC1	0.723	4.784	3.312	0.001	0.002	-1.707
ADH4	-1.091	1.478	-3.31	0.001	0.002	-1.711
ZC3H12A	0.729	5.336	3.307	0.001	0.002	-1.72
DIRAS3	-0.613	1.59	-3.302	0.001	0.002	-1.737
GALNT6	0.746	4.194	3.301	0.001	0.002	-1.742
ANXA9	0.682	3.635	3.3	0.001	0.002	-1.745
GNE	0.751	4.117	3.297	0.001	0.002	-1.753
PRSS16	0.587	3.055	3.296	0.001	0.002	-1.758
PERP	0.678	7.261	3.294	0.001	0.002	-1.764
SPINK1	1.527	7.682	3.293	0.001	0.002	-1.765
SLC38A1	0.648	5.308	3.293	0.001	0.002	-1.767
CERS4	-0.788	2.876	-3.293	0.001	0.002	-1.768
FAIM2	-0.592	1.435	-3.292	0.001	0.002	-1.77
BMERB1	-0.674	3.277	-3.292	0.001	0.002	-1.771
SCG3	-0.709	0.837	-3.291	0.001	0.002	-1.771
MLPH	0.962	4.344	3.289	0.001	0.002	-1.777
SLITRK6	-0.642	1.239	-3.284	0.001	0.002	-1.795
PRSS27	-0.721	0.841	-3.28	0.001	0.002	-1.807
BARX1	-1.254	4.464	-3.277	0.001	0.002	-1.816
ADRA1D	-0.723	1.243	-3.274	0.001	0.002	-1.827
ADAM19	0.594	3.667	3.272	0.001	0.002	-1.833
ARHGEF4	-0.735	1.666	-3.265	0.001	0.002	-1.854
PER3	-0.649	3.121	-3.263	0.001	0.002	-1.863
SLC45A3	0.699	4.143	3.262	0.001	0.002	-1.865
LMO1	-0.629	0.623	-3.261	0.001	0.002	-1.868
UPK3A	0.962	1.327	3.259	0.001	0.002	-1.873
SEPTIN3	0.604	1.307	3.259	0.001	0.002	-1.875
DOK7	0.646	1.692	3.256	0.001	0.002	-1.883
IL18	0.691	4.551	3.25	0.001	0.002	-1.902
GATA5	-1.21	2.063	-3.24	0.001	0.002	-1.933
NEU1	0.715	4.368	3.236	0.001	0.002	-1.946
LARP6	-0.606	2.064	-3.232	0.001	0.003	-1.96
CAV1	-0.776	5.397	-3.228	0.001	0.003	-1.972
DUSP9	0.68	0.763	3.225	0.001	0.003	-1.981
KLK10	1.497	3.612	3.225	0.001	0.003	-1.982
TNS1	-0.989	5.287	-3.223	0.001	0.003	-1.986
SIX3	0.632	0.685	3.223	0.001	0.003	-1.986
GDPD2	-0.7	1.437	-3.222	0.001	0.003	-1.991
DHRS2	0.862	0.987	3.22	0.001	0.003	-1.996
CD44	0.703	6.363	3.22	0.001	0.003	-1.996
LBP	0.781	0.904	3.215	0.001	0.003	-2.011
ZNF683	0.742	1.685	3.215	0.001	0.003	-2.011
ITGAL	0.752	3.283	3.215	0.001	0.003	-2.012
KLK12	-0.858	1	-3.214	0.001	0.003	-2.014
ID1	-0.706	7.331	-3.207	0.001	0.003	-2.037
ALDH3B1	0.628	4.161	3.206	0.001	0.003	-2.041
CD2	0.787	4.344	3.205	0.001	0.003	-2.042
APBB1	-0.664	2.825	-3.204	0.001	0.003	-2.046
DEPP1	0.756	5.742	3.202	0.001	0.003	-2.051
ADAMTS4	0.627	3.144	3.201	0.001	0.003	-2.055
ANO1	0.836	5.147	3.2	0.001	0.003	-2.057
PCDHGA10	0.62	1.795	3.197	0.002	0.003	-2.067
RAB3B	0.654	1.56	3.196	0.002	0.003	-2.07
ACAA2	0.591	4.996	3.194	0.002	0.003	-2.079
NBEA	-0.649	1.455	-3.193	0.002	0.003	-2.08
LTBP4	-0.621	6.057	-3.192	0.002	0.003	-2.083
CCN2	0.715	7.571	3.19	0.002	0.003	-2.09
C1orf162	0.622	3.697	3.188	0.002	0.003	-2.097
GNAZ	-0.717	2.538	-3.18	0.002	0.003	-2.119
SPTSSB	-0.994	2.524	-3.18	0.002	0.003	-2.121
PAPSS2	0.628	4.395	3.179	0.002	0.003	-2.124
C19orf33	0.9	7.437	3.177	0.002	0.003	-2.129
PPP1R12B	-0.978	3.977	-3.175	0.002	0.003	-2.135
OTC	-1.111	1.71	-3.175	0.002	0.003	-2.136
TPSB2	-0.936	3.942	-3.173	0.002	0.003	-2.142
RND1	0.66	2.978	3.172	0.002	0.003	-2.144
NKX6-3	1.207	2.159	3.169	0.002	0.003	-2.154
TGFA	0.66	3.493	3.169	0.002	0.003	-2.155
MEIS1	-0.605	2.455	-3.166	0.002	0.003	-2.164
HLA-DQA1	0.876	4.814	3.165	0.002	0.003	-2.167
FGF19	0.813	0.767	3.163	0.002	0.003	-2.172
SSTR5	0.669	0.984	3.163	0.002	0.003	-2.172
C1QB	0.854	7.736	3.161	0.002	0.003	-2.178
CPA3	-0.912	3.957	-3.16	0.002	0.003	-2.182
FBXO27	-0.663	1.886	-3.157	0.002	0.003	-2.191
NRXN3	-0.725	1.274	-3.155	0.002	0.003	-2.199
MGAT3	0.706	3.376	3.151	0.002	0.003	-2.21
MNDA	0.665	3.342	3.15	0.002	0.003	-2.214
VGLL1	0.982	1.358	3.148	0.002	0.003	-2.218
ITGBL1	0.788	1.939	3.147	0.002	0.003	-2.223
PRRX2	0.814	3.627	3.147	0.002	0.003	-2.223
NFASC	-0.718	1.821	-3.146	0.002	0.003	-2.225
SFTPA2	0.607	0.909	3.144	0.002	0.003	-2.23
KANK2	-0.696	4.849	-3.144	0.002	0.003	-2.23
SIRPG	0.68	2.3	3.142	0.002	0.003	-2.238
IKZF3	0.786	2.957	3.142	0.002	0.003	-2.238
CLPS	-0.619	0.703	-3.141	0.002	0.003	-2.242
CH25H	-0.709	2.619	-3.14	0.002	0.003	-2.242
HIST1H2BG	0.694	2.483	3.138	0.002	0.003	-2.248
FAM107B	0.611	5.058	3.135	0.002	0.003	-2.259
TSPAN2	-0.826	3.136	-3.132	0.002	0.003	-2.268
BNIP3	-0.637	3.043	-3.127	0.002	0.004	-2.284
AADAC	-1.13	2.964	-3.126	0.002	0.004	-2.285
PKIA	-0.599	1.701	-3.126	0.002	0.004	-2.286
HS3ST1	0.603	3.114	3.121	0.002	0.004	-2.301
PTPRS	-0.769	3.369	-3.12	0.002	0.004	-2.304
ZBTB10	0.6	2.58	3.118	0.002	0.004	-2.309
IL7R	0.71	3.368	3.115	0.002	0.004	-2.319
CD74	0.761	10.734	3.114	0.002	0.004	-2.323
HLA-DMA	0.74	6.293	3.112	0.002	0.004	-2.328
SLC2A3	0.664	3.897	3.111	0.002	0.004	-2.332
HMCN1	0.609	1.69	3.11	0.002	0.004	-2.335
F2RL3	0.622	3.044	3.108	0.002	0.004	-2.341
SPART	-0.628	3.131	-3.104	0.002	0.004	-2.351
GUCY2C	1.176	3.337	3.104	0.002	0.004	-2.352
CMKLR1	0.605	2.645	3.104	0.002	0.004	-2.352
CD96	0.609	2.403	3.098	0.002	0.004	-2.371
FBN1	0.772	4.249	3.092	0.002	0.004	-2.387
HIST1H2AE	0.691	3.181	3.091	0.002	0.004	-2.39
GRP	-0.761	1.132	-3.085	0.002	0.004	-2.409
UGT1A1	-0.739	1.002	-3.084	0.002	0.004	-2.413
TFF2	-2.114	6.146	-3.083	0.002	0.004	-2.416
TIMP4	-0.619	1.849	-3.082	0.002	0.004	-2.417
NXF3	0.698	0.947	3.081	0.002	0.004	-2.42
PRSS8	0.817	6.983	3.073	0.002	0.004	-2.447
AEBP1	0.812	6.903	3.072	0.002	0.004	-2.448
CLIP4	-0.588	2.373	-3.07	0.002	0.004	-2.453
IER3	0.673	7.365	3.066	0.002	0.004	-2.467
FILIP1	-0.713	1.996	-3.065	0.002	0.004	-2.468
NECTIN4	0.8	3.382	3.065	0.002	0.004	-2.468
SPRR2E	-1.19	0.82	-3.063	0.002	0.004	-2.475
GXYLT2	0.705	2.463	3.062	0.002	0.004	-2.479
TGFB3	0.631	2.825	3.059	0.002	0.004	-2.486
CD177	1.151	2.072	3.055	0.002	0.004	-2.498
BCL2L15	0.759	3.675	3.055	0.002	0.004	-2.5
MPP7	-0.7	3.559	-3.053	0.002	0.004	-2.504
PTPRC	0.782	3.965	3.052	0.002	0.004	-2.507
FUT9	-0.63	0.945	-3.052	0.002	0.004	-2.509
ACTC1	-0.727	1.714	-3.05	0.002	0.004	-2.513
KCNK15	0.912	2.354	3.048	0.002	0.004	-2.521
CNR1	-0.646	1.157	-3.047	0.002	0.004	-2.524
VSIG2	-1.336	5.314	-3.044	0.002	0.005	-2.531
ADAMTS8	-0.762	1.719	-3.043	0.003	0.005	-2.535
TGFB1I1	-0.708	4.648	-3.038	0.003	0.005	-2.549
CELF2	-0.685	3.193	-3.038	0.003	0.005	-2.55
CYP2S1	0.883	7.044	3.038	0.003	0.005	-2.55
SEMG1	0.749	0.991	3.036	0.003	0.005	-2.555
TMTC1	-0.652	2.114	-3.033	0.003	0.005	-2.563
HILPDA	0.614	3.705	3.03	0.003	0.005	-2.572
SELPLG	0.617	4.415	3.03	0.003	0.005	-2.573
SYT8	0.963	2.204	3.03	0.003	0.005	-2.574
SOX14	0.714	0.884	3.03	0.003	0.005	-2.574
RASGRP2	-0.59	1.808	-3.029	0.003	0.005	-2.575
FOLR2	-0.803	3.776	-3.029	0.003	0.005	-2.576
TFR2	0.672	1.994	3.028	0.003	0.005	-2.58
GALNT5	0.846	3.261	3.027	0.003	0.005	-2.58
FGF10	-0.674	1.305	-3.026	0.003	0.005	-2.584
PALM	-0.736	3.099	-3.025	0.003	0.005	-2.588
EDAR	0.822	2.084	3.016	0.003	0.005	-2.615
WNT9A	-0.698	1.798	-3.014	0.003	0.005	-2.619
ALPL	0.619	2.94	3.013	0.003	0.005	-2.623
TMEM30B	0.613	5.379	3.013	0.003	0.005	-2.623
KLK1	1.042	3.21	3.012	0.003	0.005	-2.627
EML1	-0.664	2.675	-3.01	0.003	0.005	-2.631
SYNC	-0.725	1.889	-3.009	0.003	0.005	-2.634
PTPN13	-0.594	1.879	-3.008	0.003	0.005	-2.637
FGF18	0.601	2.072	3.005	0.003	0.005	-2.646
CYP4F2	-0.825	1.255	-3.005	0.003	0.005	-2.647
FOS	-0.78	7.499	-3.003	0.003	0.005	-2.652
RBBP8NL	0.68	2.558	3.002	0.003	0.005	-2.654
AIF1	0.609	4.961	3.002	0.003	0.005	-2.655
OLFM4	2.114	7.339	2.999	0.003	0.005	-2.665
HSD11B2	0.7	4.817	2.998	0.003	0.005	-2.666
EMP1	-0.711	5.217	-2.996	0.003	0.005	-2.674
PRR36	0.788	1.697	2.995	0.003	0.005	-2.675
UNC5A	0.681	1.169	2.994	0.003	0.005	-2.68
MUCL3	-1.709	4.044	-2.99	0.003	0.005	-2.689
ITIH2	0.672	0.831	2.989	0.003	0.005	-2.693
AOAH	0.641	2.697	2.987	0.003	0.005	-2.698
CLDN6	1.136	1.185	2.987	0.003	0.005	-2.7
TMEM184A	0.631	3.339	2.986	0.003	0.005	-2.703
MATN2	-0.795	3.702	-2.982	0.003	0.005	-2.713
PI15	0.695	1.602	2.981	0.003	0.005	-2.715
BOC	-0.77	2.261	-2.979	0.003	0.005	-2.721
ZNF486	0.655	2.134	2.979	0.003	0.005	-2.723
CAPN8	0.933	4.085	2.973	0.003	0.006	-2.739
C3	0.98	7.024	2.972	0.003	0.006	-2.741
ROR2	-0.752	2.734	-2.968	0.003	0.006	-2.753
CYS1	-0.803	2.297	-2.968	0.003	0.006	-2.754
FNDC10	0.67	3.991	2.965	0.003	0.006	-2.762
CEACAM5	1.596	7.609	2.963	0.003	0.006	-2.768
SNAP25	-0.748	1.298	-2.962	0.003	0.006	-2.77
DEFB4A	-0.703	0.703	-2.961	0.003	0.006	-2.774
